,alpha3_code,region,category,parameter,mode,powertrain,year,unit,value
8853,,World,Historical,EV stock,Cars,PHEV,2014,Vehicles,300000.0
8854,,World,Historical,EV sales,Trucks,BEV,2014,Vehicles,380.0
8855,,World,Historical,EV stock share,Vans,EV,2014,percent,0.0320000015199184
8856,,World,Historical,EV sales share,Cars,EV,2014,percent,0.430000007152557
8857,,World,Historical,EV stock,Cars,BEV,2014,Vehicles,410000.0
8858,,World,Historical,EV sales,Cars,PHEV,2014,Vehicles,130000.0
8859,,World,Historical,EV sales share,Buses,EV,2014,percent,0.930000007152557
8860,,World,Historical,EV stock share,Buses,EV,2014,percent,0.129999995231628
8861,,World,Historical,EV sales share,Vans,EV,2014,percent,0.129999995231628
8862,,World,Historical,Electricity demand,Buses,EV,2014,GWh,9100.0
8863,,World,Historical,Electricity demand,Trucks,EV,2014,GWh,560.0
8864,,World,Historical,Electricity demand,Vans,EV,2014,GWh,560.0
8865,,World,Historical,Electricity demand,Cars,EV,2014,GWh,4500.0
8866,,World,Historical,EV sales,Buses,BEV,2014,Vehicles,4300.0
8867,,World,Historical,EV sales,Buses,PHEV,2014,Vehicles,12000.0
8868,,World,Historical,EV stock,Buses,BEV,2014,Vehicles,23000.0
8869,,World,Historical,Oil displacement Mbd,Buses,EV,2014,Milion barrels per day,0.0035000001080334
8870,,World,Historical,Oil displacement Mbd,Trucks,EV,2014,Milion barrels per day,0.0002300000051036
8871,,World,Historical,Oil displacement Mbd,Vans,EV,2014,Milion barrels per day,0.001700000022538
8872,,World,Historical,Oil displacement Mbd,Cars,EV,2014,Milion barrels per day,0.0130000002682209
8873,,World,Historical,"Oil displacement, million lge",Buses,EV,2014,"Oil displacement, million lge",210.0
8874,,World,Historical,"Oil displacement, million lge",Trucks,EV,2014,"Oil displacement, million lge",14.0
8875,,World,Historical,"Oil displacement, million lge",Vans,EV,2014,"Oil displacement, million lge",100.0
8876,,World,Historical,"Oil displacement, million lge",Cars,EV,2014,"Oil displacement, million lge",770.0
8877,,World,Historical,EV stock share,Trucks,EV,2014,percent,0.0043000001460313
8878,,World,Historical,EV stock share,Cars,EV,2014,percent,0.0719999969005584
8879,,World,Historical,EV sales share,Trucks,EV,2014,percent,0.0074999998323619
8880,,World,Historical,EV stock,Vans,PHEV,2014,Vehicles,460.0
8881,,World,Historical,EV sales,Cars,BEV,2014,Vehicles,200000.0
8882,,World,Historical,EV stock,Buses,PHEV,2014,Vehicles,8500.0
8883,,World,Historical,EV sales,Vans,BEV,2014,Vehicles,11000.0
8884,,World,Historical,EV stock,Vans,BEV,2014,Vehicles,42000.0
8885,,World,Historical,EV sales,Vans,PHEV,2014,Vehicles,20.0
8886,,World,Historical,EV sales,Vans,PHEV,2015,Vehicles,780.0
8887,,World,Historical,EV stock,Vans,BEV,2015,Vehicles,67000.0
8888,,World,Historical,EV sales,Vans,BEV,2015,Vehicles,27000.0
8889,,World,Historical,EV stock,Buses,PHEV,2015,Vehicles,22000.0
8890,,World,Historical,EV sales,Cars,BEV,2015,Vehicles,330000.0
8891,,World,Historical,EV stock,Vans,PHEV,2015,Vehicles,1400.0
8892,,World,Historical,EV sales share,Trucks,EV,2015,percent,0.349999994039535
8893,,World,Historical,EV stock share,Cars,EV,2015,percent,0.11999999731779
8894,,World,Historical,EV stock share,Trucks,EV,2015,percent,0.0309999994933605
8895,,World,Historical,Oil displacement Mbd,Buses,EV,2015,Milion barrels per day,0.0289999991655349
8896,,World,Historical,Oil displacement Mbd,Trucks,EV,2015,Milion barrels per day,0.001700000022538
8897,,World,Historical,Oil displacement Mbd,Vans,EV,2015,Milion barrels per day,0.0027000000700354
8898,,World,Historical,Oil displacement Mbd,Cars,EV,2015,Milion barrels per day,0.0209999997168779
8899,,World,Historical,"Oil displacement, million lge",Buses,EV,2015,"Oil displacement, million lge",1700.0
8900,,World,Historical,"Oil displacement, million lge",Trucks,EV,2015,"Oil displacement, million lge",99.0
8901,,World,Historical,"Oil displacement, million lge",Vans,EV,2015,"Oil displacement, million lge",160.0
8902,,World,Historical,"Oil displacement, million lge",Cars,EV,2015,"Oil displacement, million lge",1200.0
8903,,World,Historical,EV stock,Buses,BEV,2015,Vehicles,99000.0
8904,,World,Historical,EV sales,Buses,PHEV,2015,Vehicles,27000.0
8905,,World,Historical,EV sales,Buses,BEV,2015,Vehicles,94000.0
8906,,World,Historical,Electricity demand,Buses,EV,2015,GWh,24000.0
8907,,World,Historical,Electricity demand,Trucks,EV,2015,GWh,1500.0
8908,,World,Historical,Electricity demand,Vans,EV,2015,GWh,920.0
8909,,World,Historical,Electricity demand,Cars,EV,2015,GWh,6200.0
8910,,World,Historical,EV sales share,Vans,EV,2015,percent,0.310000002384185
8911,,World,Historical,EV stock share,Buses,EV,2015,percent,0.52999997138977
8912,,World,Historical,EV sales share,Buses,EV,2015,percent,6.19999980926513
8913,,World,Historical,EV sales,Cars,PHEV,2015,Vehicles,220000.0
8914,,World,Historical,EV stock,Cars,BEV,2015,Vehicles,740000.0
8915,,World,Historical,EV sales share,Cars,EV,2015,percent,0.699999988079071
8916,,World,Historical,EV stock share,Vans,EV,2015,percent,0.0509999990463256
8917,,World,Historical,EV sales,Trucks,BEV,2015,Vehicles,17000.0
8918,,World,Historical,EV stock,Cars,PHEV,2015,Vehicles,520000.0
8919,,World,Historical,EV stock,Trucks,BEV,2015,Vehicles,20000.0
8920,,World,Historical,EV stock,Trucks,BEV,2016,Vehicles,34000.0
8921,,World,Historical,EV sales,Trucks,PHEV,2016,Vehicles,5.09999990463256
8922,,World,Historical,EV stock,Cars,PHEV,2016,Vehicles,810000.0
8923,,World,Historical,EV sales,Trucks,BEV,2016,Vehicles,15000.0
8924,,World,Historical,EV stock share,Vans,EV,2016,percent,0.0890000015497207
8925,,World,Historical,EV sales share,Cars,EV,2016,percent,0.889999985694885
8926,,World,Historical,EV stock,Cars,BEV,2016,Vehicles,1200000.0
8927,,World,Historical,EV sales,Cars,PHEV,2016,Vehicles,290000.0
8928,,World,Historical,EV stock,Trucks,PHEV,2016,Vehicles,5.09999990463256
8929,,World,Historical,EV sales share,Buses,EV,2016,percent,5.69999980926513
8930,,World,Historical,EV stock share,Buses,EV,2016,percent,0.939999997615814
8931,,World,Historical,EV sales share,Vans,EV,2016,percent,0.25
8932,,World,Historical,Electricity demand,Buses,EV,2016,GWh,31000.0
8933,,World,Historical,Electricity demand,Trucks,EV,2016,GWh,1700.0
8934,,World,Historical,Electricity demand,Vans,EV,2016,GWh,920.0
8935,,World,Historical,Electricity demand,Cars,EV,2016,GWh,8900.0
8936,,World,Historical,EV sales,Buses,BEV,2016,Vehicles,91000.0
8937,,World,Historical,EV stock,Buses,BEV,2016,Vehicles,190000.0
8938,,World,Historical,Oil displacement Mbd,Buses,EV,2016,Milion barrels per day,0.0460000000894069
8939,,World,Historical,Oil displacement Mbd,Trucks,EV,2016,Milion barrels per day,0.002600000007078
8940,,World,Historical,Oil displacement Mbd,Vans,EV,2016,Milion barrels per day,0.0032999999821186
8941,,World,Historical,Oil displacement Mbd,Cars,EV,2016,Milion barrels per day,0.0309999994933605
8942,,World,Historical,"Oil displacement, million lge",Buses,EV,2016,"Oil displacement, million lge",2700.0
8943,,World,Historical,"Oil displacement, million lge",Trucks,EV,2016,"Oil displacement, million lge",160.0
8944,,World,Historical,"Oil displacement, million lge",Vans,EV,2016,"Oil displacement, million lge",190.0
8945,,World,Historical,"Oil displacement, million lge",Cars,EV,2016,"Oil displacement, million lge",1800.0
8946,,World,Historical,EV stock share,Trucks,EV,2016,percent,0.0520000010728836
8947,,World,Historical,EV stock share,Cars,EV,2016,percent,0.189999997615814
8948,,World,Historical,EV sales share,Trucks,EV,2016,percent,0.289999991655349
8949,,World,Historical,EV stock,Vans,PHEV,2016,Vehicles,2000.0
8950,,World,Historical,EV sales,Cars,BEV,2016,Vehicles,460000.0
8951,,World,Historical,EV stock,Buses,PHEV,2016,Vehicles,30000.0
8952,,World,Historical,EV sales,Vans,BEV,2016,Vehicles,23000.0
8953,,World,Historical,EV stock,Vans,BEV,2016,Vehicles,120000.0
8954,,World,Historical,EV sales,Vans,PHEV,2016,Vehicles,170.0
8955,,World,Historical,EV sales,Buses,PHEV,2016,Vehicles,15000.0
8956,,World,Historical,EV sales,Buses,PHEV,2017,Vehicles,530.0
8957,,World,Historical,EV sales,Vans,PHEV,2017,Vehicles,140.0
8958,,World,Historical,EV stock,Vans,BEV,2017,Vehicles,200000.0
8959,,World,Historical,EV sales,Vans,BEV,2017,Vehicles,86000.0
8960,,World,Historical,EV stock,Buses,PHEV,2017,Vehicles,30000.0
8961,,World,Historical,EV sales,Cars,BEV,2017,Vehicles,760000.0
8962,,World,Historical,EV stock,Vans,PHEV,2017,Vehicles,2700.0
8963,,World,Historical,EV sales share,Trucks,EV,2017,percent,1.5
8964,,World,Historical,EV stock share,Cars,EV,2017,percent,0.280000001192092
8965,,World,Historical,EV sales share,Cars,EV,2017,percent,1.39999997615814
8966,,World,Historical,EV stock share,Trucks,EV,2017,percent,0.170000001788139
8967,,World,Historical,Oil displacement Mbd,Buses,EV,2017,Milion barrels per day,0.0570000000298023
8968,,World,Historical,Oil displacement Mbd,Trucks,EV,2017,Milion barrels per day,0.0073000001721084
8969,,World,Historical,Oil displacement Mbd,Vans,EV,2017,Milion barrels per day,0.0054000001400709
8970,,World,Historical,Oil displacement Mbd,Cars,EV,2017,Milion barrels per day,0.0460000000894069
8971,,World,Historical,"Oil displacement, million lge",Buses,EV,2017,"Oil displacement, million lge",3400.0
8972,,World,Historical,"Oil displacement, million lge",Trucks,EV,2017,"Oil displacement, million lge",430.0
8973,,World,Historical,"Oil displacement, million lge",Vans,EV,2017,"Oil displacement, million lge",320.0
8974,,World,Historical,"Oil displacement, million lge",Cars,EV,2017,"Oil displacement, million lge",2700.0
8975,,World,Historical,EV stock,Buses,BEV,2017,Vehicles,280000.0
8976,,World,Historical,EV sales,Buses,BEV,2017,Vehicles,91000.0
8977,,World,Historical,Electricity demand,Buses,EV,2017,GWh,35000.0
8978,,World,Historical,Electricity demand,Trucks,EV,2017,GWh,3700.0
8979,,World,Historical,Electricity demand,Vans,EV,2017,GWh,1300.0
8980,,World,Historical,Electricity demand,Cars,EV,2017,GWh,11000.0
8981,,World,Historical,EV sales share,Vans,EV,2017,percent,0.910000026226043
8982,,World,Historical,EV stock share,Buses,EV,2017,percent,1.29999995231628
8983,,World,Historical,EV sales share,Buses,EV,2017,percent,5.30000019073486
8984,,World,Historical,EV stock,Trucks,PHEV,2017,Vehicles,14000.0
8985,,World,Historical,EV sales,Cars,PHEV,2017,Vehicles,420000.0
8986,,World,Historical,EV stock,Cars,BEV,2017,Vehicles,1900000.0
8987,,World,Historical,EV stock share,Vans,EV,2017,percent,0.150000005960464
8988,,World,Historical,EV sales,Trucks,BEV,2017,Vehicles,67000.0
8989,,World,Historical,EV stock,Cars,PHEV,2017,Vehicles,1200000.0
8990,,World,Historical,EV sales,Trucks,PHEV,2017,Vehicles,14000.0
8991,,World,Historical,EV stock,Trucks,BEV,2017,Vehicles,100000.0
8992,,World,Historical,EV stock,Trucks,BEV,2018,Vehicles,150000.0
8993,,World,Historical,EV sales,Trucks,PHEV,2018,Vehicles,3600.0
8994,,World,Historical,EV stock,Cars,PHEV,2018,Vehicles,1800000.0
8995,,World,Historical,EV sales,Trucks,BEV,2018,Vehicles,54000.0
8996,,World,Historical,EV stock share,Vans,EV,2018,percent,0.219999998807907
8997,,World,Historical,EV stock,Cars,BEV,2018,Vehicles,3300000.0
8998,,World,Historical,EV sales,Cars,PHEV,2018,Vehicles,650000.0
8999,,World,Historical,EV stock,Trucks,PHEV,2018,Vehicles,17000.0
9000,,World,Historical,EV sales share,Buses,EV,2018,percent,5.80000019073486
9001,,World,Historical,EV stock share,Buses,EV,2018,percent,1.89999997615814
9002,,World,Historical,EV sales share,Vans,EV,2018,percent,0.819999992847442
9003,,World,Historical,Electricity demand,Buses,EV,2018,GWh,39000.0
9004,,World,Historical,Electricity demand,Trucks,EV,2018,GWh,4700.0
9005,,World,Historical,Electricity demand,Vans,EV,2018,GWh,1400.0
9006,,World,Historical,Electricity demand,Cars,EV,2018,GWh,15000.0
9007,,World,Historical,EV sales,Buses,BEV,2018,Vehicles,96000.0
9008,,World,Historical,EV stock,Buses,BEV,2018,Vehicles,380000.0
9009,,World,Historical,Oil displacement Mbd,Buses,EV,2018,Milion barrels per day,0.0740000009536743
9010,,World,Historical,Oil displacement Mbd,Trucks,EV,2018,Milion barrels per day,0.0109999999403953
9011,,World,Historical,Oil displacement Mbd,Vans,EV,2018,Milion barrels per day,0.0074999998323619
9012,,World,Historical,Oil displacement Mbd,Cars,EV,2018,Milion barrels per day,0.0750000029802322
9013,,World,Historical,"Oil displacement, million lge",Buses,EV,2018,"Oil displacement, million lge",4400.0
9014,,World,Historical,"Oil displacement, million lge",Trucks,EV,2018,"Oil displacement, million lge",650.0
9015,,World,Historical,"Oil displacement, million lge",Vans,EV,2018,"Oil displacement, million lge",440.0
9016,,World,Historical,"Oil displacement, million lge",Cars,EV,2018,"Oil displacement, million lge",4400.0
9017,,World,Historical,EV stock share,Trucks,EV,2018,percent,0.239999994635581
9018,,World,Historical,EV sales share,Cars,EV,2018,percent,2.29999995231628
9019,,World,Historical,EV stock share,Cars,EV,2018,percent,0.449999988079071
9020,,World,Historical,EV sales share,Trucks,EV,2018,percent,1.0
9021,,World,Historical,EV stock,Vans,PHEV,2018,Vehicles,3800.0
9022,,World,Historical,EV sales,Cars,BEV,2018,Vehicles,1400000.0
9023,,World,Historical,EV stock,Buses,PHEV,2018,Vehicles,74000.0
9024,,World,Historical,EV sales,Vans,BEV,2018,Vehicles,80000.0
9025,,World,Historical,EV stock,Vans,BEV,2018,Vehicles,310000.0
9026,,World,Historical,EV sales,Vans,PHEV,2018,Vehicles,190.0
9027,,World,Historical,EV sales,Buses,PHEV,2018,Vehicles,2600.0
9028,,World,Historical,EV sales,Buses,PHEV,2019,Vehicles,2700.0
9029,,World,Historical,EV sales,Vans,PHEV,2019,Vehicles,280.0
9030,,World,Historical,EV stock,Vans,BEV,2019,Vehicles,390000.0
9031,,World,Historical,EV sales,Vans,BEV,2019,Vehicles,59000.0
9032,,World,Historical,EV stock,Buses,PHEV,2019,Vehicles,80000.0
9033,,World,Historical,EV sales,Cars,BEV,2019,Vehicles,1500000.0
9034,,World,Historical,EV stock,Vans,PHEV,2019,Vehicles,5800.0
9035,,World,Historical,EV sales share,Trucks,EV,2019,percent,0.660000026226043
9036,,World,Historical,EV stock share,Cars,EV,2019,percent,0.600000023841857
9037,,World,Historical,EV sales share,Cars,EV,2019,percent,2.59999990463256
9038,,World,Historical,EV stock share,Trucks,EV,2019,percent,0.280000001192092
9039,,World,Historical,Oil displacement Mbd,Buses,EV,2019,Milion barrels per day,0.0700000002980232
9040,,World,Historical,Oil displacement Mbd,Trucks,EV,2019,Milion barrels per day,0.0109999999403953
9041,,World,Historical,Oil displacement Mbd,Vans,EV,2019,Milion barrels per day,0.008899999782443
9042,,World,Historical,Oil displacement Mbd,Cars,EV,2019,Milion barrels per day,0.109999999403953
9043,,World,Historical,"Oil displacement, million lge",Buses,EV,2019,"Oil displacement, million lge",4200.0
9044,,World,Historical,"Oil displacement, million lge",Trucks,EV,2019,"Oil displacement, million lge",650.0
9045,,World,Historical,"Oil displacement, million lge",Vans,EV,2019,"Oil displacement, million lge",520.0
9046,,World,Historical,"Oil displacement, million lge",Cars,EV,2019,"Oil displacement, million lge",6200.0
9047,,World,Historical,EV stock,Buses,BEV,2019,Vehicles,460000.0
9048,,World,Historical,EV sales,Buses,BEV,2019,Vehicles,79000.0
9049,,World,Historical,Electricity demand,Buses,EV,2019,GWh,41000.0
9050,,World,Historical,Electricity demand,Trucks,EV,2019,GWh,5100.0
9051,,World,Historical,Electricity demand,Vans,EV,2019,GWh,1600.0
9052,,World,Historical,Electricity demand,Cars,EV,2019,GWh,21000.0
9053,,World,Historical,EV sales share,Vans,EV,2019,percent,0.589999973773956
9054,,World,Historical,EV stock share,Buses,EV,2019,percent,2.09999990463256
9055,,World,Historical,EV sales share,Buses,EV,2019,percent,4.69999980926513
9056,,World,Historical,EV stock,Trucks,PHEV,2019,Vehicles,19000.0
9057,,World,Historical,EV sales,Cars,PHEV,2019,Vehicles,580000.0
9058,,World,Historical,EV stock,Cars,BEV,2019,Vehicles,4800000.0
9059,,World,Historical,EV stock share,Vans,EV,2019,percent,0.270000010728836
9060,,World,Historical,EV sales,Trucks,BEV,2019,Vehicles,36000.0
9061,,World,Historical,EV stock,Cars,PHEV,2019,Vehicles,2400000.0
9062,,World,Historical,EV sales,Trucks,PHEV,2019,Vehicles,2400.0
9063,,World,Historical,EV stock,Trucks,BEV,2019,Vehicles,180000.0
9064,,World,Historical,EV stock,Trucks,BEV,2020,Vehicles,210000.0
9065,,World,Historical,EV sales,Trucks,PHEV,2020,Vehicles,420.0
9066,,World,Historical,EV stock,Cars,PHEV,2020,Vehicles,3400000.0
9067,,World,Historical,EV sales,Trucks,BEV,2020,Vehicles,34000.0
9068,,World,Historical,EV stock share,Vans,EV,2020,percent,0.319999992847442
9069,,World,Historical,EV sales,Cars,BEV,2020,Vehicles,2000000.0
9070,,World,Historical,EV stock,Cars,BEV,2020,Vehicles,6800000.0
9071,,World,Historical,EV sales,Cars,PHEV,2020,Vehicles,970000.0
9072,,World,Historical,EV stock,Trucks,PHEV,2020,Vehicles,19000.0
9073,,World,Projection-APS,EV sales share,Buses,EV,2020,percent,4.59999990463256
9074,,World,Projection-APS,EV stock share,Buses,EV,2020,percent,2.29999995231628
9075,,World,Projection-APS,EV stock share,Trucks,EV,2020,percent,0.310000002384185
9076,,World,Projection-APS,EV sales share,Trucks,EV,2020,percent,0.589999973773956
9077,,World,Projection-APS,EV sales share,Vans,EV,2020,percent,0.970000028610229
9078,,World,Projection-APS,EV stock share,Vans,EV,2020,percent,0.319999992847442
9079,,World,Projection-APS,EV sales share,Cars,EV,2020,percent,4.19999980926513
9080,,World,Projection-APS,EV stock share,Cars,EV,2020,percent,0.829999983310699
9081,,World,Historical,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",4100.0
9082,,World,Historical,"Oil displacement, million lge",Trucks,EV,2020,"Oil displacement, million lge",650.0
9083,,World,Historical,"Oil displacement, million lge",Vans,EV,2020,"Oil displacement, million lge",610.0
9084,,World,Historical,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",7700.0
9085,,World,Projection-STEPS,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,0.0689999982714653
9086,,World,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2020,Milion barrels per day,0.0109999999403953
9087,,World,Projection-STEPS,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,0.0099999997764825
9088,,World,Projection-STEPS,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.129999995231628
9089,,World,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",4100.0
9090,,World,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2020,"Oil displacement, million lge",650.0
9091,,World,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2020,"Oil displacement, million lge",610.0
9092,,World,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",7700.0
9093,,World,Historical,EV sales share,Buses,EV,2020,percent,4.59999990463256
9094,,World,Historical,EV stock share,Buses,EV,2020,percent,2.29999995231628
9095,,World,Historical,EV sales share,Vans,EV,2020,percent,0.970000028610229
9096,,World,Historical,Electricity demand,Buses,EV,2020,GWh,43000.0
9097,,World,Historical,Electricity demand,Trucks,EV,2020,GWh,5500.0
9098,,World,Historical,Electricity demand,Vans,EV,2020,GWh,1700.0
9099,,World,Historical,Electricity demand,Cars,EV,2020,GWh,24000.0
9100,,World,Projection-STEPS,Electricity demand,Buses,EV,2020,GWh,43000.0
9101,,World,Projection-STEPS,Electricity demand,Trucks,EV,2020,GWh,5500.0
9102,,World,Projection-STEPS,Electricity demand,Vans,EV,2020,GWh,1700.0
9103,,World,Projection-STEPS,Electricity demand,Cars,EV,2020,GWh,24000.0
9104,,World,Projection-STEPS,EV sales share,Buses,EV,2020,percent,4.59999990463256
9105,,World,Projection-STEPS,EV stock share,Buses,EV,2020,percent,2.29999995231628
9106,,World,Historical,EV sales,Buses,BEV,2020,Vehicles,70000.0
9107,,World,Historical,EV stock,Buses,BEV,2020,Vehicles,500000.0
9108,,World,Projection-STEPS,EV sales,Buses,BEV,2020,Vehicles,70000.0
9109,,World,Projection-STEPS,EV stock,Buses,BEV,2020,Vehicles,500000.0
9110,,World,Projection-STEPS,EV sales,Buses,PHEV,2020,Vehicles,3700.0
9111,,World,Projection-STEPS,EV stock,Buses,PHEV,2020,Vehicles,80000.0
9112,,World,Projection-STEPS,EV sales,Vans,BEV,2020,Vehicles,84000.0
9113,,World,Projection-STEPS,EV stock,Trucks,BEV,2020,Vehicles,210000.0
9114,,World,Projection-STEPS,EV sales,Trucks,PHEV,2020,Vehicles,420.0
9115,,World,Projection-STEPS,EV stock,Trucks,PHEV,2020,Vehicles,19000.0
9116,,World,Projection-STEPS,EV stock,Cars,BEV,2020,Vehicles,6800000.0
9117,,World,Projection-STEPS,EV sales,Cars,PHEV,2020,Vehicles,970000.0
9118,,World,Projection-STEPS,EV stock,Cars,PHEV,2020,Vehicles,3400000.0
9119,,World,Projection-STEPS,EV sales,Trucks,BEV,2020,Vehicles,34000.0
9120,,World,Projection-STEPS,EV sales share,Vans,EV,2020,percent,0.970000028610229
9121,,World,Projection-STEPS,EV stock share,Vans,EV,2020,percent,0.319999992847442
9122,,World,Projection-STEPS,EV sales share,Cars,EV,2020,percent,4.19999980926513
9123,,World,Projection-STEPS,EV stock share,Cars,EV,2020,percent,0.829999983310699
9124,,World,Projection-STEPS,EV sales share,Trucks,EV,2020,percent,0.589999973773956
9125,,World,Projection-STEPS,EV stock share,Trucks,EV,2020,percent,0.310000002384185
9126,,World,Projection-STEPS,EV stock,Vans,BEV,2020,Vehicles,460000.0
9127,,World,Projection-STEPS,EV sales,Vans,PHEV,2020,Vehicles,2500.0
9128,,World,Projection-STEPS,EV stock,Vans,PHEV,2020,Vehicles,9500.0
9129,,World,Projection-STEPS,EV sales,Cars,BEV,2020,Vehicles,2000000.0
9130,,World,Projection-APS,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,0.0689999982714653
9131,,World,Projection-APS,Oil displacement Mbd,Trucks,EV,2020,Milion barrels per day,0.0109999999403953
9132,,World,Projection-APS,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,0.0099999997764825
9133,,World,Projection-APS,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.129999995231628
9134,,World,Projection-APS,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",4100.0
9135,,World,Projection-APS,"Oil displacement, million lge",Trucks,EV,2020,"Oil displacement, million lge",650.0
9136,,World,Projection-APS,"Oil displacement, million lge",Vans,EV,2020,"Oil displacement, million lge",610.0
9137,,World,Projection-APS,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",7700.0
9138,,World,Projection-APS,Electricity demand,Buses,EV,2020,GWh,43000.0
9139,,World,Projection-APS,Electricity demand,Trucks,EV,2020,GWh,5500.0
9140,,World,Projection-APS,Electricity demand,Vans,EV,2020,GWh,1700.0
9141,,World,Projection-APS,Electricity demand,Cars,EV,2020,GWh,24000.0
9142,,World,Historical,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,0.0689999982714653
9143,,World,Historical,Oil displacement Mbd,Trucks,EV,2020,Milion barrels per day,0.0109999999403953
9144,,World,Historical,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,0.0099999997764825
9145,,World,Historical,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.129999995231628
9146,,World,Projection-APS,EV stock,Cars,PHEV,2020,Vehicles,3400000.0
9147,,World,Projection-APS,EV sales,Trucks,BEV,2020,Vehicles,34000.0
9148,,World,Projection-APS,EV stock,Trucks,BEV,2020,Vehicles,210000.0
9149,,World,Projection-APS,EV sales,Trucks,PHEV,2020,Vehicles,420.0
9150,,World,Projection-APS,EV stock,Trucks,PHEV,2020,Vehicles,19000.0
9151,,World,Projection-STEPS,EV charging points,EV,Publicly available fast,2020,charging points,380000.0
9152,,World,Projection-STEPS,EV charging points,EV,Publicly available slow,2020,charging points,880000.0
9153,,World,Historical,EV stock share,Trucks,EV,2020,percent,0.310000002384185
9154,,World,Historical,EV sales share,Cars,EV,2020,percent,4.19999980926513
9155,,World,Historical,EV stock share,Cars,EV,2020,percent,0.829999983310699
9156,,World,Historical,EV sales share,Trucks,EV,2020,percent,0.589999973773956
9157,,World,Projection-APS,EV sales,Buses,BEV,2020,Vehicles,70000.0
9158,,World,Projection-APS,EV stock,Buses,BEV,2020,Vehicles,500000.0
9159,,World,Projection-APS,EV sales,Buses,PHEV,2020,Vehicles,3700.0
9160,,World,Projection-APS,EV stock,Buses,PHEV,2020,Vehicles,80000.0
9161,,World,Projection-APS,EV sales,Vans,BEV,2020,Vehicles,84000.0
9162,,World,Projection-APS,EV stock,Vans,BEV,2020,Vehicles,460000.0
9163,,World,Projection-APS,EV sales,Vans,PHEV,2020,Vehicles,2500.0
9164,,World,Projection-APS,EV stock,Vans,PHEV,2020,Vehicles,9500.0
9165,,World,Projection-APS,EV sales,Cars,BEV,2020,Vehicles,2000000.0
9166,,World,Projection-APS,EV stock,Cars,BEV,2020,Vehicles,6800000.0
9167,,World,Projection-APS,EV sales,Cars,PHEV,2020,Vehicles,970000.0
9168,,World,Historical,EV stock,Vans,PHEV,2020,Vehicles,9500.0
9169,,World,Historical,EV stock,Buses,PHEV,2020,Vehicles,80000.0
9170,,World,Historical,EV sales,Vans,BEV,2020,Vehicles,84000.0
9171,,World,Historical,EV stock,Vans,BEV,2020,Vehicles,460000.0
9172,,World,Historical,EV sales,Vans,PHEV,2020,Vehicles,2500.0
9173,,World,Historical,EV sales,Buses,PHEV,2020,Vehicles,3700.0
9174,,World,Historical,EV sales,Buses,PHEV,2021,Vehicles,1900.0
9175,,World,Historical,EV sales,Vans,PHEV,2021,Vehicles,6300.0
9176,,World,Historical,EV stock,Vans,BEV,2021,Vehicles,640000.0
9177,,World,Historical,EV sales,Vans,BEV,2021,Vehicles,150000.0
9178,,World,Historical,EV stock,Buses,PHEV,2021,Vehicles,82000.0
9179,,World,Historical,EV stock,Vans,PHEV,2021,Vehicles,12000.0
9180,,World,Projection-APS,EV sales,Cars,PHEV,2021,Vehicles,1900000.0
9181,,World,Projection-APS,EV stock,Cars,BEV,2021,Vehicles,11000000.0
9182,,World,Projection-APS,EV sales,Cars,BEV,2021,Vehicles,4600000.0
9183,,World,Projection-APS,EV stock,Vans,PHEV,2021,Vehicles,12000.0
9184,,World,Projection-APS,EV sales,Vans,PHEV,2021,Vehicles,6300.0
9185,,World,Projection-APS,EV stock,Vans,BEV,2021,Vehicles,640000.0
9186,,World,Projection-APS,EV sales,Vans,BEV,2021,Vehicles,150000.0
9187,,World,Projection-APS,EV stock,Buses,PHEV,2021,Vehicles,82000.0
9188,,World,Projection-APS,EV sales,Buses,PHEV,2021,Vehicles,1900.0
9189,,World,Projection-APS,EV stock,Buses,BEV,2021,Vehicles,550000.0
9190,,World,Projection-APS,EV sales,Buses,BEV,2021,Vehicles,55000.0
9191,,World,Historical,EV sales share,Trucks,EV,2021,percent,0.680000007152557
9192,,World,Historical,EV stock share,Cars,EV,2021,percent,1.29999995231628
9193,,World,Historical,EV sales share,Cars,EV,2021,percent,8.69999980926513
9194,,World,Historical,EV stock share,Trucks,EV,2021,percent,0.349999994039535
